500, 190, 1, 0
1000, 148, 1, 0
1500, 112, 1, 0
2000, 252, 1, 0
2500, 224, 1, 0
3001, 223, 1, 0
3501, 217, 1, 0
4000, 186, 1, 0
4500, 164, 1, 0
5000, 148, 1, 0
5500, 156, 1, 0
6000, 178, 1, 0
6501, 115, 1, 0
7000, 112, 1, 0
7500, 154, 1, 0
8000, 158, 1, 0
8500, 98, 1, 0
9000, 172, 1, 0
9500, 146, 1, 0
10001, 181, 1, 0
10501, 213, 1, 0
11000, 234, 1, 0
11500, 230, 1, 0
12000, 250, 1, 0
12500, 208, 1, 0
13000, 250, 1, 0
13500, 222, 1, 0
14001, 125, 1, 0
14500, 94, 1, 0
15000, 122, 1, 0
15500, 228, 1, 0
16000, 242, 1, 0
16500, 222, 1, 0
17000, 232, 1, 0
17501, 189, 1, 0
18000, 198, 1, 0
18500, 232, 1, 0
19000, 208, 1, 0
19500, 190, 1, 0
20000, 162, 1, 0
20501, 225, 1, 0
21001, 191, 1, 0
21500, 240, 1, 0
22000, 212, 1, 0
22500, 168, 1, 0
23000, 178, 1, 0
23500, 24, 1, 0
24000, 178, 1, 0
24501, 179, 1, 0
25000, 238, 1, 0
25500, 208, 1, 0
26000, 238, 1, 0
26500, 152, 1, 0
27000, 206, 1, 0
27501, 165, 1, 0
28001, 297, 1, 0
28500, 278, 1, 0
29000, 262, 1, 0
29500, 216, 1, 0
30000, 234, 1, 0
30500, 198, 1, 0
31001, 201, 1, 0
31501, 135, 1, 0
32000, 202, 1, 0
32500, 116, 1, 0
33000, 190, 1, 0
33500, 158, 1, 0
34000, 206, 1, 0
34501, 285, 1, 0
35001, 193, 1, 0
35500, 120, 1, 0
36000, 222, 1, 0
36500, 206, 1, 0
37000, 196, 1, 0
37500, 198, 1, 0
38001, 151, 1, 0
38501, 153, 1, 0
39000, 192, 1, 0
39500, 238, 1, 0
40000, 220, 1, 0
40500, 218, 1, 0
41000, 246, 1, 0
41501, 193, 1, 0
42001, 197, 1, 0
42500, 208, 1, 0
43000, 218, 1, 0
43500, 196, 1, 0
44000, 180, 1, 0
44500, 232, 1, 0
45001, 183, 1, 0
45501, 165, 1, 0
46000, 186, 1, 0
46500, 180, 1, 0
47000, 164, 1, 0
47500, 200, 1, 0
48000, 236, 1, 0
48501, 197, 1, 0
49000, 196, 1, 0
49500, 206, 1, 0
50000, 168, 1, 0
50500, 164, 1, 0
51000, 188, 1, 0
51500, 164, 1, 0
52001, 163, 1, 0
52501, 187, 1, 0
53000, 248, 1, 0
53500, 196, 1, 0
54000, 172, 1, 0
54500, 202, 1, 0
55000, 212, 1, 0
55501, 203, 1, 0
56002, 217, 1, 0
56500, 222, 1, 0
57000, 182, 1, 0
57501, 144, 1, 0
58001, 193, 1, 0
58500, 200, 1, 0
59000, 186, 1, 0
59500, 210, 1, 0
60000, 180, 1, 0
60500, 224, 1, 0
61001, 181, 1, 0
61501, 179, 1, 0
62000, 208, 1, 0
62500, 214, 1, 0
63000, 184, 1, 0
63500, 222, 1, 0
64000, 206, 1, 0
64500, 214, 1, 0
65001, 221, 1, 0
65500, 220, 1, 0
66000, 208, 1, 0
66500, 206, 1, 0
67000, 182, 1, 0
67500, 162, 1, 0
68000, 208, 1, 0
68501, 213, 1, 0
69001, 211, 1, 0
69500, 210, 1, 0
70000, 128, 1, 0
70500, 212, 1, 0
71000, 196, 1, 0
71500, 104, 1, 0
72000, 168, 1, 0
72501, 129, 1, 0
73000, 134, 1, 0
73500, 232, 1, 0
74000, 216, 1, 0
74500, 132, 1, 0
75000, 214, 1, 0
75501, 197, 1, 0
76001, 209, 1, 0
76500, 188, 1, 0
77000, 176, 1, 0
77500, 220, 1, 0
78000, 248, 1, 0
78500, 194, 1, 0
79000, 184, 1, 0
79501, 173, 1, 0
80000, 184, 1, 0
80500, 170, 1, 0
81000, 162, 1, 0
81500, 216, 1, 0
82000, 242, 1, 0
82500, 224, 1, 0
83001, 285, 1, 0
83501, 257, 1, 0
84000, 226, 1, 0
84500, 236, 1, 0
85000, 262, 1, 0
85500, 204, 1, 0
86000, 224, 1, 0
86501, 177, 1, 0
87001, 247, 1, 0
87500, 204, 1, 0
88000, 160, 1, 0
88500, 156, 1, 0
89000, 154, 1, 0
89501, 195, 1, 0
90001, 269, 1, 0
90500, 186, 1, 0
91000, 168, 1, 0
91500, 188, 1, 0
92000, 186, 1, 0
92500, 148, 1, 0
93001, 91, 1, 0
93501, 157, 1, 0
94000, 128, 1, 0
94500, 160, 1, 0
95000, 210, 1, 0
95500, 204, 1, 0
96000, 208, 1, 0
96501, 195, 1, 0
97000, 188, 1, 0
97500, 210, 1, 0
98000, 238, 1, 0
98500, 238, 1, 0
99000, 240, 1, 0
99501, 241, 1, 0
100001, 171, 1, 0
100500, 158, 1, 0
101000, 178, 1, 0
101500, 178, 1, 0
102000, 186, 1, 0
102500, 230, 1, 0
103001, 225, 1, 0
103500, 186, 1, 0
104000, 214, 1, 0
104500, 230, 1, 0
105000, 234, 1, 0
105500, 230, 1, 0
106001, 115, 1, 0
106501, 131, 1, 0
107000, 142, 1, 0
107500, 118, 1, 0
108000, 90, 1, 0
108500, 172, 1, 0
109000, 36, 1, 0
109501, 129, 1, 0
110001, 147, 1, 0
110500, 236, 1, 0
111000, 170, 1, 0
111500, 242, 1, 0
112000, 186, 1, 0
112500, 190, 1, 0
113001, 225, 1, 0
113501, 161, 1, 0
114000, 182, 1, 0
114500, 196, 1, 0
115000, 192, 1, 0
115500, 236, 1, 0
116000, 284, 1, 0
116501, 225, 1, 0
117000, 234, 1, 0
117500, 158, 1, 0
118000, 204, 1, 0
118500, 210, 1, 0
119000, 188, 1, 0
119500, 214, 1, 0
120000, 208, 1, 0
120501, 179, 1, 0
121000, 186, 1, 0
121500, 184, 1, 0
122000, 196, 1, 0
122500, 228, 1, 0
123000, 218, 1, 0
123501, 173, 1, 0
124001, 187, 1, 0
124500, 200, 1, 0
125000, 214, 1, 0
125500, 180, 1, 0
126000, 152, 1, 0
126500, 134, 1, 0
127001, 179, 1, 0
127501, 155, 1, 0
128000, 230, 1, 0
128500, 196, 1, 0
129000, 252, 1, 0
129500, 204, 1, 0
130000, 202, 1, 0
130501, 245, 1, 0
131001, 181, 1, 0
131500, 202, 1, 0
132000, 266, 1, 0
132500, 204, 1, 0
133000, 190, 1, 0
133500, 274, 1, 0
134001, 187, 1, 0
134500, 144, 1, 0
135000, 190, 1, 0
135500, 218, 1, 0
136000, 204, 1, 0
136500, 204, 1, 0
137001, 203, 1, 0
137500, 160, 1, 0
138000, 156, 1, 0
138500, 176, 1, 0
139000, 148, 1, 0
139500, 168, 1, 0
140001, 261, 1, 0
140501, 207, 1, 0
141000, 156, 1, 0
141500, 142, 1, 0
142000, 90, 1, 0
142500, 186, 1, 0
143000, 238, 1, 0
143501, 213, 1, 0
144001, 247, 1, 0
144500, 210, 1, 0
145000, 206, 1, 0
145500, 228, 1, 0
146000, 162, 1, 0
146500, 140, 1, 0
147001, 203, 1, 0
147500, 186, 1, 0
148000, 170, 1, 0
148500, 166, 1, 0
149000, 218, 1, 0
149500, 154, 1, 0
150000, 220, 1, 0
150501, 147, 1, 0
151000, 132, 1, 0
151500, 156, 1, 0
152000, 218, 1, 0
152500, 242, 1, 0
153000, 196, 1, 0
153501, 201, 1, 0
154001, 161, 1, 0
154500, 190, 1, 0
155000, 228, 1, 0
155500, 188, 1, 0
156000, 242, 1, 0
156500, 194, 1, 0
157001, 195, 1, 0
157501, 149, 1, 0
158000, 176, 1, 0
158500, 226, 1, 0
159000, 222, 1, 0
159500, 186, 1, 0
160001, 213, 1, 0
160500, 242, 1, 0
161000, 200, 1, 0
161500, 236, 1, 0
162000, 202, 1, 0
162500, 208, 1, 0
163000, 188, 1, 0
163501, 191, 1, 0
164000, 112, 1, 0
164500, 204, 1, 0
165000, 172, 1, 0
165500, 220, 1, 0
166000, 262, 1, 0
166500, 182, 1, 0
167001, 167, 1, 0
167500, 202, 1, 0
168000, 194, 1, 0
168500, 180, 1, 0
169000, 180, 1, 0
169500, 212, 1, 0
170001, 201, 1, 0
170501, 177, 1, 0
171000, 174, 1, 0
171500, 218, 1, 0
172000, 106, 1, 0
172500, 162, 1, 0
173000, 188, 1, 0
173500, 230, 1, 0
174001, 221, 1, 0
174500, 228, 1, 0
175000, 158, 1, 0
175500, 214, 1, 0
176000, 224, 1, 0
176500, 218, 1, 0
177000, 144, 1, 0
177501, 149, 1, 0
178000, 238, 1, 0
178500, 232, 1, 0
179000, 180, 1, 0
179500, 190, 1, 0
180000, 48, 1, 0
180500, 2, 1, 0
