500, 9529948, 1, 0
1000, 9195069, 1, 0
1500, 9681925, 1, 0
2000, 9338874, 1, 0
2500, 8813587, 1, 0
3000, 9749581, 1, 0
3500, 9245744, 1, 0
4000, 9406809, 1, 0
4519, 9589333, 1, 0
5000, 12203133, 1, 0
5500, 8516551, 1, 0
6000, 8530587, 1, 0
6500, 8786934, 1, 0
7000, 8721824, 1, 0
7500, 8796855, 1, 0
8000, 8260327, 1, 0
8500, 8569658, 1, 0
9000, 8636787, 1, 0
9500, 8853997, 1, 0
10000, 10162306, 1, 0
10500, 10540081, 1, 0
11000, 13462465, 1, 0
11500, 11841661, 1, 0
12000, 8843811, 1, 0
12500, 8580037, 1, 0
13000, 8170940, 1, 0
13500, 9021910, 1, 0
14000, 8929886, 1, 0
14500, 9518002, 1, 0
15000, 9844212, 1, 0
15500, 9461062, 1, 0
16000, 9808069, 1, 0
16500, 9697054, 1, 0
17000, 10121589, 1, 0
17500, 11012814, 1, 0
18000, 9129110, 1, 0
18500, 9257050, 1, 0
19000, 9465231, 1, 0
19500, 10114241, 1, 0
20000, 9833241, 1, 0
20500, 8329365, 1, 0
21000, 8322937, 1, 0
21500, 8940253, 1, 0
22000, 9214439, 1, 0
22500, 9293733, 1, 0
23000, 9477978, 1, 0
23500, 10850946, 1, 0
24000, 9413861, 1, 0
24500, 9435221, 1, 0
25000, 9857971, 1, 0
25500, 9552766, 1, 0
26000, 9077318, 1, 0
26500, 9054433, 1, 0
27000, 8200576, 1, 0
27500, 8902886, 1, 0
28000, 10080082, 1, 0
28500, 11740647, 1, 0
29000, 10197321, 1, 0
29500, 10481530, 1, 0
30000, 8948887, 1, 0
30500, 8678893, 1, 0
31000, 8170350, 1, 0
31500, 9224561, 1, 0
32000, 7885109, 1, 0
32500, 9938266, 1, 0
33000, 11245855, 1, 0
33500, 9871271, 1, 0
34000, 9819993, 1, 0
34500, 11078545, 1, 0
35000, 10624482, 1, 0
35500, 9501699, 1, 0
36000, 9809641, 1, 0
36500, 10483055, 1, 0
37000, 9820627, 1, 0
37500, 8682806, 1, 0
38000, 9889812, 1, 0
38500, 9956085, 1, 0
39000, 9960402, 1, 0
39500, 10859838, 1, 0
40000, 11298076, 1, 0
40500, 9000442, 1, 0
41000, 8780041, 1, 0
41500, 9403949, 1, 0
42000, 9144228, 1, 0
42500, 8898467, 1, 0
43000, 9695899, 1, 0
43500, 10045264, 1, 0
44000, 9285739, 1, 0
44500, 9172923, 1, 0
45000, 9646031, 1, 0
45500, 8936494, 1, 0
46000, 9153247, 1, 0
46500, 9278855, 1, 0
47000, 9765748, 1, 0
47500, 9154218, 1, 0
48001, 9836033, 1, 0
48500, 9338519, 1, 0
49000, 8384197, 1, 0
49500, 9687111, 1, 0
50000, 9804456, 1, 0
50500, 9799898, 1, 0
51000, 9699265, 1, 0
51500, 9742450, 1, 0
52102, 9501554, 1, 0
52500, 15770780, 1, 0
53002, 10974314, 1, 0
53500, 14531538, 1, 0
54000, 9875125, 1, 0
54500, 10016709, 1, 0
55000, 9670647, 1, 0
55500, 10989199, 1, 0
56000, 10684603, 1, 0
56500, 11070524, 1, 0
57000, 10356471, 1, 0
57500, 10047519, 1, 0
58000, 9342653, 1, 0
58500, 9681550, 1, 0
59000, 10261172, 1, 0
59500, 9582130, 1, 0
60000, 9111805, 1, 0
60500, 8980226, 1, 0
61000, 8149299, 1, 0
61500, 8865491, 1, 0
62000, 8726284, 1, 0
62500, 9239208, 1, 0
63000, 9100418, 1, 0
63500, 9582419, 1, 0
64000, 8975219, 1, 0
64500, 9447021, 1, 0
65000, 8626805, 1, 0
65500, 8568875, 1, 0
66000, 9531423, 1, 0
66500, 9754346, 1, 0
67000, 8875024, 1, 0
67500, 9293020, 1, 0
68000, 10495225, 1, 0
68500, 11480165, 1, 0
69001, 11447340, 1, 0
69500, 11179034, 1, 0
70000, 10108362, 1, 0
70500, 9840492, 1, 0
71000, 11106687, 1, 0
71500, 12412859, 1, 0
72000, 10854339, 1, 0
72500, 10851586, 1, 0
73000, 10167742, 1, 0
73500, 10193906, 1, 0
74025, 10071666, 1, 0
74500, 18745202, 1, 0
75000, 10098031, 1, 0
75500, 9123220, 1, 0
76000, 10581537, 1, 0
76500, 11182417, 1, 0
77000, 8802512, 1, 0
77500, 9081486, 1, 0
78000, 9193696, 1, 0
78500, 8880310, 1, 0
79000, 8844868, 1, 0
79500, 9383097, 1, 0
80000, 9396556, 1, 0
80500, 9360563, 1, 0
81000, 8531212, 1, 0
81500, 10008865, 1, 0
82000, 9233522, 1, 0
82500, 9243151, 1, 0
83000, 9421735, 1, 0
83500, 10580205, 1, 0
84000, 11063069, 1, 0
84500, 9873379, 1, 0
85000, 10285103, 1, 0
85500, 11177634, 1, 0
86000, 10065562, 1, 0
86500, 11427790, 1, 0
87000, 9990284, 1, 0
87500, 9735001, 1, 0
88000, 9282401, 1, 0
88500, 9608729, 1, 0
89001, 10396077, 1, 0
89501, 9886118, 1, 0
90000, 9025970, 1, 0
90500, 9617954, 1, 0
91000, 8860313, 1, 0
91500, 9612148, 1, 0
92000, 9533844, 1, 0
92500, 10134011, 1, 0
93000, 9163706, 1, 0
93500, 10508264, 1, 0
94000, 10438759, 1, 0
94500, 10456544, 1, 0
95000, 10222800, 1, 0
95500, 10060442, 1, 0
96000, 9447865, 1, 0
96500, 9249898, 1, 0
97000, 9905532, 1, 0
97500, 10034227, 1, 0
98000, 10785876, 1, 0
98500, 9185013, 1, 0
99000, 9228930, 1, 0
99500, 9989360, 1, 0
100000, 10159898, 1, 0
100500, 11197768, 1, 0
101000, 11390464, 1, 0
101500, 10207240, 1, 0
102000, 9989522, 1, 0
102500, 9187968, 1, 0
103000, 10785283, 1, 0
103500, 10749771, 1, 0
104000, 10250651, 1, 0
104500, 9723201, 1, 0
105000, 10432293, 1, 0
105500, 10212725, 1, 0
106000, 11273080, 1, 0
106500, 10944444, 1, 0
107002, 9989208, 1, 0
107500, 9757786, 1, 0
108000, 10117954, 1, 0
108500, 9297368, 1, 0
109000, 9670925, 1, 0
109500, 11031191, 1, 0
110000, 10009261, 1, 0
110500, 10667768, 1, 0
111000, 9632436, 1, 0
111500, 10586296, 1, 0
112000, 10002163, 1, 0
112500, 9172660, 1, 0
113000, 8605558, 1, 0
113500, 9084194, 1, 0
114000, 9748134, 1, 0
114500, 10069745, 1, 0
115000, 9702550, 1, 0
115500, 9984891, 1, 0
116000, 9710314, 1, 0
116500, 9494535, 1, 0
117000, 10472950, 1, 0
117500, 11173746, 1, 0
